Gene1,Gene2,Resource
2670,3153,literature
878,1833,kinase
795,2719,literature
57,3731,literature;signaling
4342,4345,literature;signaling
1851,2934,metabolic
2570,4142,literature;signaling
130,4244,literature;signaling
2534,5026,literature;signaling
2683,3369,kinase
2734,3560,metabolic
3067,5208,binary;literature;signaling
854,3746,complexes;literature
2452,4255,signaling
2423,5470,literature;signaling
981,3774,literature;signaling
3746,4313,literature;signaling
2401,2401,literature
199,1977,binary;literature
984,5081,literature
281,1200,binary
2474,4091,literature
299,2474,kinase
1264,4999,metabolic
3289,5519,literature
4176,4177,complexes
376,1226,literature
2361,5475,literature
1199,1842,complexes;literature
3586,5559,literature;signaling
85,2560,signaling
1057,3276,complexes;literature
2654,2660,complexes
1780,4158,literature
2102,2107,literature
1114,3702,literature;signaling
1325,4790,complexes
926,3797,complexes
918,2525,literature;signaling
1151,5357,literature
1901,2272,metabolic
537,537,literature
3112,5344,complexes
2478,3539,literature;signaling
3846,4820,binary;literature;signaling
51,2111,literature;signaling
2002,3572,literature;signaling
1006,2796,literature;signaling
69,854,literature;signaling;kinase
1964,1965,metabolic
4679,4697,binary
838,4454,literature;signaling
3746,3811,literature
2013,2161,literature;signaling
3694,4437,literature
2304,5240,binary;literature;signaling
2225,5322,literature
1991,3839,binary;literature;signaling
2710,2796,literature
2363,4548,literature
60,3577,kinase
3402,4449,binary;literature
2624,3639,literature
2489,5225,binary;literature
2027,4145,literature
1622,5503,complexes;literature
1576,2951,metabolic
681,787,literature
1803,5071,literature;signaling
1434,3420,binary;literature;signaling
1194,3038,literature
2515,3397,signaling
2596,2613,literature;signaling
2299,3439,literature;signaling;kinase
2610,2611,literature;signaling
1404,4386,binary;literature
1685,3153,complexes;literature;signaling
2559,4253,literature
2549,4401,complexes;literature
2492,3523,binary
2427,4325,literature;signaling
3118,4091,literature
1061,2357,metabolic
109,3939,literature
2027,2222,literature
2271,2273,literature
3178,4994,literature
2441,5501,binary
60,2796,kinase
669,1920,complexes;literature;signaling
5018,5018,literature
3153,3363,complexes
3572,3621,literature;signaling
5454,5499,literature
4270,5362,literature;signaling
795,3811,literature
5253,5344,complexes
3794,3807,complexes
941,5059,literature;signaling
757,3067,literature;signaling
633,633,literature
137,4403,literature
3024,4309,literature
1264,3423,kinase
1008,4486,literature;signaling
933,4403,literature
4742,5178,complexes
2652,3184,complexes
4133,4306,literature
5418,5503,literature
2975,4201,complexes
3003,5526,binary
51,1947,literature
31,2027,binary;literature;signaling
3979,4518,binary
3794,3814,complexes
2014,3563,regulatory
2113,4994,literature
795,1323,complexes
4309,4404,literature
1920,2094,literature
2784,5346,literature;signaling
46,2305,binary
984,2865,literature
160,3816,complexes
3426,4325,literature
3089,4999,metabolic
583,4077,complexes;literature
480,4398,binary
282,5099,literature
2690,2690,literature
329,2025,complexes
180,4021,complexes
4328,4328,regulatory;literature
3891,4310,literature
3468,4405,literature
4142,4282,literature
4123,5363,binary
2816,3705,literature
695,695,literature
391,5285,literature;signaling
993,1404,literature;signaling
2249,3399,literature;signaling;kinase
4004,4004,literature
1977,3805,literature
601,3797,complexes
1037,1914,literature;signaling
844,2428,literature;signaling
661,4970,binary
2671,2789,literature
1945,3033,metabolic
1939,1939,regulatory
882,4716,literature
3407,4179,literature;signaling
2213,4358,literature
3702,4626,signaling
3366,5085,kinase
3721,5261,kinase
2665,2669,complexes
864,3027,literature;signaling
721,3578,literature
3063,4714,literature;signaling
217,4246,literature
2525,4491,literature
1058,1839,literature
2488,4716,literature
1404,3962,literature
1249,3421,literature;signaling
2218,4164,kinase
1001,3096,binary;literature
5078,5078,literature
101,1129,literature;signaling
198,847,literature
2518,2865,complexes
462,2756,literature;signaling
1774,1774,literature;kinase
3293,4085,complexes;literature
1773,4856,literature;signaling
583,2628,literature;signaling
2658,4432,metabolic
1523,3824,literature
1001,4080,binary;literature
60,3492,kinase
4153,4585,literature
1661,3683,binary;literature
3490,4594,literature;signaling
502,4537,literature;signaling
837,1487,metabolic
933,933,binary;literature;kinase
2039,2741,literature;signaling
2817,5279,literature
3798,3801,complexes
4107,4869,metabolic
3252,3366,complexes
2549,3362,literature
2802,3304,literature
1030,4673,literature;signaling
2027,4548,literature
972,2865,literature
2188,4857,literature
69,3098,kinase
1707,5026,literature;signaling
2622,3647,literature
3680,5372,literature;signaling
2187,2219,literature;signaling
2218,4238,literature
88,4145,regulatory
647,2483,literature;signaling;kinase
647,647,literature;kinase
3063,4809,binary;literature
139,5559,literature;signaling
933,1468,literature
1947,2436,literature;signaling
4216,5446,complexes;literature;signaling
2470,2575,literature
2600,3010,literature;signaling
1521,5028,literature;signaling
2826,4652,binary;literature;signaling
535,1298,literature;signaling
1805,4254,binary
2120,5166,kinase
2588,3093,binary
2294,2304,binary
3191,3684,literature;signaling
2192,5094,literature;signaling
2353,3804,literature
5419,5425,binary
121,5125,literature
484,1046,metabolic
1326,3789,literature
845,1246,literature;signaling
2353,4455,literature
1840,2008,literature
3698,3700,regulatory
2246,3397,literature
3804,5426,literature
1644,2658,metabolic
339,4068,literature;signaling
1305,3298,literature
4105,4948,metabolic
2813,4142,binary;literature
1625,3407,literature;signaling
3305,3325,literature;signaling
1840,2518,complexes;literature
795,5439,literature
135,4100,complexes
449,4270,literature;signaling
2314,3002,literature
4269,4810,complexes
4343,4951,binary
4988,5329,literature
3744,4493,literature;signaling
1386,1920,complexes
1976,3040,literature
2769,4673,literature;signaling
933,5562,literature;signaling
756,2035,literature;signaling
282,3255,literature
1006,2427,literature
1707,3038,literature
4110,4469,literature;signaling
1655,2243,literature
3705,4227,complexes;literature
1672,3290,binary;literature
2932,3067,signaling
829,4325,literature
1780,4665,literature;signaling
1023,1552,literature;signaling
86,1529,complexes
3432,3681,literature
4414,4527,complexes
2411,2411,literature
1833,4548,signaling
2234,2266,literature
1211,2461,literature
3980,4142,literature
912,936,metabolic
107,1864,binary
3109,4995,binary;literature;signaling
5437,5437,regulatory;literature
948,3102,literature;signaling
1549,2428,literature
3446,3449,kinase
1828,4673,literature;signaling
2794,3366,kinase
786,1225,literature;signaling
777,1029,literature
2111,3486,literature
3764,4646,binary
1001,1946,literature;signaling
135,1141,complexes
3942,5029,binary
2013,2013,binary;literature
933,5026,literature;signaling
1060,1066,complexes
2219,2279,literature;signaling
785,4455,literature;signaling
1611,2903,literature;signaling
1384,3369,kinase
4120,5492,complexes
1015,5339,literature;signaling
891,2223,literature;signaling
1189,1919,literature
912,2019,metabolic
2492,3754,binary
2428,3164,literature;signaling
4994,5099,literature;signaling
3197,3464,literature
2661,2861,complexes;literature
2364,2988,literature;signaling
1931,2239,literature
3863,4142,literature;signaling
1780,2027,literature
1029,4374,literature
3494,4153,literature;signaling
953,2961,binary;literature;signaling
2893,4725,literature
2965,5242,kinase
86,4587,complexes
2108,4106,metabolic
5306,5306,literature
547,896,literature
3063,3492,literature;signaling
4264,4674,binary
867,1036,literature
3705,4415,literature;signaling
1569,5297,binary;literature;signaling
150,5194,binary
977,3038,literature
2618,3369,kinase
2167,5127,metabolic
1092,2353,literature;signaling
2505,4204,literature;signaling
2054,2314,binary
1664,3207,complexes;literature;metabolic
1895,2706,literature
2473,2771,literature
2474,4760,literature
2765,4309,literature
3966,3966,literature
152,1276,binary
154,5202,literature
3681,4295,literature;signaling
1554,1762,literature;signaling
115,2140,binary
3873,3873,literature
372,2969,literature
1313,2921,literature
1205,2840,literature
4781,5131,binary;literature;signaling
1001,5026,literature;signaling
1806,2681,literature;signaling
2347,3792,complexes
2215,4358,literature;signaling
1826,4673,literature;signaling
3793,4091,literature
249,3403,metabolic
1982,1982,literature
3660,5055,metabolic
65,4095,signaling
823,4812,literature
1706,4221,literature;signaling
936,2781,metabolic
3464,5421,literature
2249,5028,literature;signaling
137,3040,literature
1972,2826,literature
3572,4362,literature
1920,4803,complexes
4122,5379,regulatory
282,4403,literature
1720,1780,binary;literature
4172,4172,kinase
2989,2989,kinase
373,2939,complexes
2863,3492,complexes;literature
142,1780,literature;signaling
1038,4122,regulatory
2427,4363,literature;signaling
193,4797,binary
1780,2279,literature;signaling
2614,4938,literature;signaling
1573,2760,metabolic
936,1778,metabolic
282,1708,literature
404,2829,metabolic
1975,2617,literature
2723,2940,metabolic
2013,4733,literature
1364,5059,binary;literature;signaling
2761,4487,literature
3366,4942,kinase
785,3668,binary;literature
3924,5415,literature;signaling
2565,2565,binary;literature
1326,2432,binary;literature;signaling
200,237,literature
776,3675,metabolic
240,5256,literature
1226,2026,literature;signaling
4378,4448,literature;signaling
310,5501,complexes
4377,4455,binary;literature;signaling
599,4111,literature;signaling
3035,5224,literature
4164,5224,literature;signaling
582,2427,literature;signaling
59,960,literature
3786,4921,literature
1697,4075,complexes
1843,4325,literature;signaling
948,5023,literature
4606,5193,binary
4446,4946,literature;signaling
2314,3297,literature
3435,5025,literature;signaling;kinase
4255,4780,literature
1603,4687,metabolic
3784,5207,literature;signaling
3017,3017,literature
4717,5111,metabolic
902,4142,kinase
3705,5519,literature;signaling;kinase
669,3712,complexes;literature;signaling;binary
2220,2360,literature
3789,3807,complexes
1681,2027,complexes
12,1891,literature;signaling
981,5051,literature;signaling
3049,3086,literature
401,1404,binary;literature
431,5049,binary
1436,2478,literature
2481,4076,literature;signaling
1015,4673,literature;signaling
1161,3668,binary;literature
51,51,literature
581,3563,regulatory
4362,5469,binary;literature
2389,5395,literature;signaling
457,5535,literature
1478,3812,complexes
3746,5289,literature
1992,3434,kinase
2479,2479,literature
2441,5370,binary;literature;signaling
2173,2218,literature;signaling
4403,4559,literature;signaling
1057,5485,literature
4673,4673,literature
1921,2449,metabolic
2567,3902,literature;signaling
1529,3929,complexes
2219,4163,literature;signaling;kinase
580,1981,signaling
3790,4237,complexes
2707,4820,binary;literature;signaling
1253,4008,binary
4163,4367,literature;signaling
681,2120,literature;signaling
4490,5071,binary;literature;signaling
2774,4813,binary;literature
1296,3040,literature
2525,3788,literature
5322,5445,literature
172,1554,binary
720,720,literature
2978,4736,complexes
5447,5499,literature;signaling
5356,5371,literature;signaling
1157,1226,literature
1817,4864,literature
2977,4616,literature
4290,4896,signaling
1264,3407,kinase
2996,4009,literature
924,3850,literature
591,4417,literature;signaling
2161,3278,complexes
10,5032,literature;signaling
5333,5495,literature
3029,3032,metabolic
647,902,literature
4068,4269,literature;signaling
3423,4847,literature;signaling
404,2937,metabolic
3063,3817,binary;literature
2188,4145,literature;signaling
2659,3910,complexes;literature;kinase
4965,4994,literature
3369,4221,kinase
3787,3792,complexes;literature
326,2009,binary;literature;signaling
1163,1163,binary;literature
928,3626,literature;signaling
1329,4981,binary;literature;signaling
736,1598,literature
1931,2238,binary;literature;signaling
2865,3801,literature
2027,2691,literature
1497,5169,complexes
4343,5361,literature
1199,1251,complexes;literature
2308,4161,literature;signaling
3085,3435,literature;signaling
1135,4145,literature;signaling
1109,4307,literature
88,3721,binary;literature;signaling
1939,4797,binary;literature;signaling
455,3399,kinase
2980,2980,literature
2549,3910,complexes;literature
3788,3806,complexes;literature
2600,4995,literature
681,1135,literature;signaling
457,794,literature
2120,4298,literature
614,4163,signaling
3081,4822,literature;signaling
4538,5402,literature
2125,2222,regulatory
2025,2690,literature
5253,5442,complexes
2220,4162,kinase
1587,2199,literature;signaling
799,5503,complexes;literature
3434,4095,literature;signaling
2691,3788,literature
4559,5278,literature
2222,2450,literature
1552,3365,kinase
3228,4405,literature
2605,3833,literature
1395,3585,complexes;literature;kinase
4343,4403,literature
2573,4090,metabolic
1345,4091,literature;signaling
578,4005,signaling
2032,2290,signaling
1006,2428,literature
1213,4791,literature
236,5446,literature;signaling
2386,4116,binary
2199,2816,regulatory
1903,2474,literature
2452,3699,signaling
3431,5149,signaling
561,5071,binary;literature;signaling
3021,4137,literature;signaling
4454,4799,literature
4365,4365,binary;literature
1974,3804,complexes;literature
947,1622,binary;literature;signaling
4517,4517,binary;literature
393,633,literature;signaling
1103,1898,metabolic
3252,4078,literature
2626,4716,literature
1404,4835,binary;literature
1045,3051,literature
1381,2618,literature
2111,3067,literature
1522,2002,literature
1695,2026,literature;signaling
2953,3403,metabolic
240,4053,literature
3812,3814,complexes
3735,4326,signaling
3063,3516,binary;literature
1243,1243,binary;literature
171,4343,binary
2426,5338,literature
3746,4324,complexes
785,4141,literature;signaling
5150,5559,literature
2646,2666,complexes
2794,3676,literature
3929,3935,complexes
957,2364,literature;signaling
2611,3218,binary;literature
492,2650,complexes
1127,4163,literature
164,1325,complexes
2427,4690,literature;signaling
887,897,binary;literature
1649,5356,literature;signaling
2454,3408,binary;literature;signaling
719,2664,metabolic
1612,3988,metabolic
2453,4192,kinase
2290,3689,literature
3957,4111,literature
1780,2009,literature;signaling
2032,3746,literature
863,2427,literature
727,4120,regulatory
2098,3839,binary;signaling
1015,4146,literature;signaling
3798,3811,complexes
3777,4994,literature
3681,4405,literature
3423,4952,literature;signaling
2222,3297,literature
3263,3802,kinase
4139,4715,literature;signaling
2426,5147,literature;signaling
195,3351,literature
940,1947,literature
2096,2509,literature;signaling
3304,3791,literature
3278,3791,complexes
954,5345,literature;signaling
1780,2952,literature;signaling
3792,4403,complexes
3420,4123,binary
2622,4574,literature
2489,3449,literature
1899,4309,literature
1015,3739,literature;signaling
2705,4142,signaling;kinase
166,3071,literature;signaling
2307,4350,literature
4054,4054,literature
2006,4453,literature
292,4083,complexes
3118,5447,literature;signaling
393,4211,literature
2379,3434,literature;signaling
272,4917,literature
470,1711,literature;signaling
4326,5271,binary
613,629,literature
1844,5485,literature;signaling
936,1886,metabolic
2398,2962,literature;signaling
1622,3794,literature
981,2516,literature;signaling
2461,4201,literature
84,2428,binary;literature;signaling
1207,4465,literature
2109,4254,regulatory
1714,1717,literature
470,2423,literature;signaling
1345,2384,literature;signaling
3808,3812,complexes
2108,4107,metabolic
4987,5279,literature
307,4152,literature
175,575,metabolic
2646,5133,literature
692,3743,binary;literature
4295,5326,literature;signaling
4217,5194,binary;literature;signaling
3689,5314,binary;literature;signaling
169,3705,literature;signaling
1505,5277,signaling
1810,2427,literature;signaling
2691,3160,literature
1100,1100,literature
3365,4146,kinase
4176,4190,literature
1020,5559,binary;literature
4414,5051,literature;signaling
1780,4303,binary;literature
912,2063,metabolic
113,2197,literature
2321,4899,complexes
1783,4247,literature;signaling
1616,3618,binary;literature
2890,4414,literature;signaling
3810,4921,literature
3698,5447,literature;signaling
1748,2034,literature;signaling
807,4297,literature;signaling
5374,5425,binary;literature
94,1141,complexes
4198,4288,literature;signaling
767,4309,signaling
1803,4142,literature;signaling;kinase
2027,4455,literature
167,2008,literature
3434,4046,kinase
444,2401,literature;signaling
1345,2137,regulatory
2187,2720,literature
2865,3850,literature
547,1014,kinase
1316,3047,metabolic
2678,3207,complexes;literature;metabolic
990,2904,metabolic
3681,3803,literature;signaling
2514,4404,binary;literature;signaling
3038,4965,literature
2670,4405,literature
2649,4433,metabolic
2549,3178,literature
193,3532,literature
2299,3447,kinase
3705,3705,binary;literature
25,3735,literature
2470,4416,literature
929,929,literature
1791,4540,literature;signaling
2528,3877,literature
3337,4741,literature
1869,2591,literature
360,3236,literature
4290,4517,signaling
4809,5170,literature
3208,4514,binary
146,146,literature
2692,3730,binary;literature;signaling
2202,4789,literature;signaling
3112,4803,complexes
854,4092,literature;signaling
2978,3787,complexes
4242,4454,literature;signaling
1288,4120,regulatory
2633,5207,literature
2470,3505,literature
1057,4077,binary;literature;signaling
2527,4287,literature;signaling
2960,2963,literature;signaling
4328,4744,literature
1582,3694,literature;signaling
926,3806,complexes;literature
2029,3143,literature;signaling
3292,4560,literature
1354,2575,metabolic
4791,5278,literature
86,3093,binary
2801,4106,literature
3810,5320,literature
2121,2642,literature;signaling
1003,1802,literature
1482,2719,literature
2692,4995,literature;signaling
1603,3395,literature;kinase
4290,4770,signaling
448,3423,kinase
960,2780,literature
2167,2734,metabolic
393,2610,literature
896,5218,literature
542,1325,literature
681,3752,literature;signaling
1842,4559,literature
2231,2657,complexes
998,2416,literature;signaling;kinase
2218,2220,literature;signaling;kinase
3452,5129,literature
1914,1915,complexes
4027,5563,kinase
2494,2570,kinase
2865,4322,complexes;literature
3572,4350,literature;signaling;kinase
2002,4493,literature
3470,4398,literature;signaling
1000,4612,binary;literature;signaling
1841,2478,literature;signaling
1325,5129,literature
3025,3025,binary
3434,4110,literature;signaling;kinase
1192,3112,literature;signaling
216,5043,literature
3365,5123,literature;signaling
1006,3681,literature;signaling;kinase
1091,2174,literature;signaling
3565,4678,metabolic
3624,4663,literature
2279,3785,literature
647,4914,literature
425,4712,binary
376,5207,literature
2140,4625,binary;literature;signaling
2519,5344,complexes
1288,3791,literature
1780,3634,literature;signaling
1128,1832,binary;literature;signaling
2600,3570,literature
2348,4063,literature;signaling
2493,3654,literature
4795,5245,complexes
1781,2176,literature;signaling
2222,4334,literature;signaling
4104,4161,regulatory
2071,2099,literature;signaling
3936,4453,literature;signaling
1637,3407,kinase
2602,4238,literature;signaling
393,2426,literature
3574,3574,literature
1325,5505,literature
70,103,binary
4095,4548,literature
4078,4083,complexes;literature
1118,3369,kinase
1313,2032,literature
3887,4582,metabolic
1180,5418,binary;literature
282,2025,literature
1112,2550,metabolic
376,2488,literature
4163,4165,literature;signaling
549,4432,metabolic
1914,2519,complexes
5096,5116,literature
2025,2488,literature
2649,3437,complexes
286,933,literature
4080,4142,literature;signaling;kinase
1622,3038,literature
961,2454,literature
1622,5061,binary;literature;signaling
2140,2314,binary
3730,3730,binary;literature
5474,5506,complexes
3118,3705,literature;signaling
544,1902,metabolic
1478,1780,literature
859,1780,binary;literature
1686,2591,literature
2420,3548,literature;signaling
373,4446,signaling
236,3434,signaling
1947,3498,binary;literature;signaling
1404,2969,kinase
1780,3329,binary;literature
687,1947,literature
3730,4921,literature
583,2433,literature;signaling
966,3435,kinase
4781,5110,signaling
373,4587,complexes
1313,3804,literature
843,4517,binary;literature;signaling
3886,4177,binary
1195,5110,literature;signaling
1029,2302,literature
1264,3491,metabolic
2482,4244,literature;signaling
765,3096,metabolic
2570,3730,literature;signaling
706,3178,kinase
3419,3575,signaling
1015,5447,literature;signaling
2664,4433,metabolic
1780,2427,binary;literature
933,2296,literature
3062,4439,literature
2865,3122,complexes
3889,5112,metabolic
4413,5514,signaling
2163,3301,literature
4120,4249,regulatory
1199,2519,complexes
725,5100,complexes
3751,5353,literature;signaling
1657,1688,literature;signaling
888,5039,binary;literature;signaling
3792,5254,literature
979,1278,binary;literature;signaling
1949,2225,literature
4193,5483,literature;signaling
972,3805,literature
2567,3366,kinase
480,2299,binary
1288,5488,literature
437,2483,literature
1546,1937,literature
1017,5051,literature;signaling
2117,5201,literature;signaling
1275,3392,complexes;literature
1042,1042,binary;literature
2177,2680,literature;signaling
5104,5523,literature;signaling
5028,5470,literature;signaling
2219,3306,literature
2835,4869,metabolic
3730,4629,literature;signaling
3444,3968,binary
86,135,complexes
842,3159,literature;signaling
1006,3419,kinase
601,3784,complexes
181,2002,literature
4145,4325,binary;literature;signaling
3876,5322,literature
1314,5488,literature
141,4571,binary
3639,4337,literature;signaling
1634,4106,metabolic
3786,4401,complexes
4216,4282,literature
3656,5459,literature
4674,5064,binary
4309,4564,literature
70,4142,kinase
2032,3804,literature
1844,4469,signaling
3824,4780,literature;signaling
522,2343,literature
2525,3746,literature
5245,5252,complexes
3806,3815,complexes
373,4965,literature;signaling
1001,5215,binary;literature
3038,4011,literature
2865,3712,literature
4548,5289,literature
2843,3085,literature;signaling
2353,3021,literature;signaling;kinase
2928,3434,literature;signaling
1851,2940,metabolic
1815,5560,complexes
1009,4091,literature
3071,3469,literature;signaling
3730,5179,literature;signaling
253,3654,literature
1298,4126,literature;signaling
1497,2802,complexes;literature;signaling
10,721,literature
1830,1978,literature
2025,2025,kinase
1934,3373,binary
1029,2088,literature
1974,3811,complexes;literature
13,13,literature
1087,1087,binary
385,2840,complexes
4269,5392,literature;signaling
1020,1021,binary;literature
2719,3786,complexes
2084,4290,signaling
673,2357,metabolic
2101,3702,literature;signaling
2760,5111,metabolic
1344,5307,literature
764,2314,literature
4120,5446,literature;signaling
3635,4005,binary;literature;signaling
2305,3180,binary
3290,5192,binary;literature
1404,2364,kinase
1298,2960,literature
730,2100,literature
1264,2173,metabolic
1251,1251,binary
329,3153,complexes
1685,3929,complexes
2633,3797,complexes
1381,3064,literature
2530,4259,literature
4343,4512,binary
1210,2441,binary;literature;signaling
4512,5343,binary
69,5180,complexes
1468,2163,literature
3365,4117,kinase
1001,3365,kinase
2730,4604,literature;signaling
2353,3230,binary
933,5519,literature;kinase
252,1205,literature
2002,4252,literature;signaling
1420,2552,binary
4323,4491,literature
3439,4096,literature;signaling
1064,2717,literature;signaling
3770,5347,literature;signaling
1884,3621,literature
981,4229,literature;signaling
1135,5037,literature
1833,3434,kinase
207,1334,binary;literature
184,1064,literature
2369,3444,kinase
543,5131,literature;signaling
2494,4110,literature
4237,4322,complexes;literature
598,2817,binary;literature
90,3553,literature;signaling
1974,1974,literature
4311,4313,literature
2428,4265,regulatory
1992,3601,literature
1954,1955,binary;literature
160,3804,complexes;literature
2939,4495,complexes
1395,3399,literature
1947,4442,literature
2456,4612,complexes
5,4142,literature
373,799,complexes
3946,3946,literature
3063,5559,binary;literature;signaling
599,2199,literature
3640,4153,complexes;literature
1298,4993,literature;signaling
441,441,literature
2470,4340,literature
109,3067,binary
1205,2013,literature
4161,5099,literature;signaling
2286,2314,binary
799,5505,literature
1851,2955,metabolic
1009,1325,literature
854,3464,literature;signaling
4911,5474,literature
1005,3153,complexes
2222,3670,literature
2163,2269,literature
82,2796,kinase
4995,5207,literature;signaling
1404,3153,literature;signaling
2461,5216,literature
4325,4325,literature
598,4120,binary;literature
2336,4225,regulatory
2187,3631,literature;signaling
3057,4436,regulatory
4737,4737,literature
247,1487,metabolic
948,3878,literature;signaling
3060,5418,binary
933,3283,kinase
502,2459,literature;signaling
960,2385,literature
2187,2719,literature;signaling
2356,5055,metabolic
3363,4153,complexes
59,5438,literature
882,5038,literature;signaling
2033,3290,binary;literature
1023,2671,literature
809,1029,literature
2308,4412,literature
912,1634,metabolic
45,2009,literature
3252,3721,binary;literature
4290,5464,signaling
3373,4211,literature;signaling
2174,3096,metabolic
2101,4988,literature;signaling
773,1585,literature
3160,4863,literature
2817,4405,literature
663,2659,kinase
4429,5396,literature
635,635,literature
981,2170,complexes;literature;signaling
5499,5499,literature
2187,3684,literature;signaling
2176,4716,literature;signaling;kinase
373,3931,complexes
1017,4725,literature;signaling
1058,3453,literature
3366,4221,kinase
1126,2518,literature
2101,5059,literature
166,166,literature
95,2027,literature
430,4725,literature
4105,4405,literature
1256,3096,literature;signaling
3868,4813,literature
1529,3002,complexes
1819,2213,literature;signaling
3364,4365,binary;literature
754,4424,metabolic
1571,3040,literature
2646,4433,metabolic
1136,2267,literature;signaling
1501,2690,literature
189,3002,complexes
2645,2661,complexes
1814,2679,literature
635,2219,literature;signaling
926,3850,literature
83,83,binary
2982,4938,literature
249,298,metabolic
1003,3621,literature
1782,2267,literature;signaling
3382,4103,complexes;literature;signaling
2027,4120,complexes;literature;signaling
1350,4097,signaling
2219,2969,literature;signaling
127,462,literature
2267,2267,literature;kinase
3067,4404,literature;signaling
2161,4346,complexes
2690,4994,literature;signaling
3689,4052,literature
606,1871,binary
4955,5268,literature
781,4049,literature
827,960,literature
4142,4270,kinase
64,2140,binary
842,2399,literature;signaling
485,5353,literature;signaling
4265,5362,literature
1323,2633,complexes
4415,4527,literature
1775,3309,signaling
2294,4911,literature
2505,2628,regulatory
20,3059,binary;literature
288,4414,literature
444,510,literature;signaling
4957,4957,literature
3099,4455,literature;signaling
902,2423,literature;signaling
285,5416,binary
2600,2679,literature
3814,4840,literature
1350,3452,literature;signaling
1281,1746,literature
299,1060,kinase
2021,3755,literature
4100,4446,signaling
2048,4518,regulatory
470,2219,literature;signaling
2567,5107,literature
5383,5555,complexes;literature;signaling;binary
3619,3705,literature;signaling
4840,5053,literature;signaling
981,4163,literature;signaling
1780,2360,binary;literature
1059,4145,literature;signaling
86,799,complexes
1239,2427,binary;literature;signaling
3814,4309,literature
2938,3032,literature
60,4328,literature;signaling;kinase
2433,4117,literature;signaling
1830,2867,literature
3066,5441,metabolic
2216,3906,metabolic
4161,4518,regulatory
2663,2664,complexes
65,3539,literature;signaling
1186,4092,literature;signaling
2710,3492,literature;signaling
125,2026,literature
1777,2154,metabolic
231,5439,literature;signaling
1226,1532,literature
2697,2719,complexes
568,4217,binary;literature;signaling
2396,3136,metabolic
4517,5499,literature;signaling
3646,3646,binary;literature
3129,4252,regulatory
2427,4674,binary
2610,5097,literature
2353,3714,literature;signaling
1864,5343,binary
298,1712,literature;signaling
635,4404,literature
503,1121,literature;signaling
3295,5087,binary
3435,4787,kinase
3209,3705,literature;signaling
4209,4741,literature;signaling
4449,5555,complexes;literature
521,2202,complexes;literature
893,3079,literature
3112,3746,complexes
4204,4204,literature
3360,4083,literature
2199,4750,kinase
5241,5241,binary;literature
4780,5446,signaling
360,4776,literature
1029,4911,literature
2027,5474,complexes
1780,5329,literature;signaling
480,3640,binary
1821,3626,literature;signaling
2739,3435,literature;signaling
376,5086,literature
281,5418,binary;literature;signaling
757,3397,literature;signaling;kinase
562,4105,metabolic
2307,2426,literature
1976,3746,complexes
313,2641,literature;signaling
1599,4756,kinase
3643,3657,binary;literature
2942,5464,literature;signaling
1325,1976,complexes;literature
4716,5079,literature;signaling
3786,4403,complexes
871,1404,literature;signaling;kinase
1804,1804,literature
3673,4264,literature
1326,5546,complexes
1848,3180,binary
47,1505,literature
1029,2616,literature
1362,5193,binary
42,3737,complexes
4716,5158,literature
547,4825,literature
4587,5506,complexes
2204,3819,literature
94,3957,literature
2650,2669,complexes
2223,3079,literature;signaling
4282,4366,regulatory
2387,4142,binary;literature
2816,4328,literature
2658,2661,complexes
1623,2009,literature
2222,3752,literature;signaling
2267,3096,literature;signaling
1903,4921,literature
2474,3850,literature
741,744,literature
2100,2398,literature;signaling
42,1490,complexes
933,4771,literature;signaling
2802,4217,complexes
2313,5004,binary;literature;signaling
301,2193,complexes
2028,2592,literature;signaling
4161,4161,literature
238,247,metabolic
676,1554,binary;literature;signaling
3793,4401,complexes
1339,4145,literature
1017,5384,literature
1381,3093,literature
1044,1609,literature
2930,3505,binary;literature
3152,4405,literature
3,299,kinase
1938,1938,literature
2718,5028,literature;signaling
2663,3437,complexes
12,1505,literature
1681,1976,complexes
2518,3130,complexes;literature;binary
438,5032,regulatory
2461,3247,binary
3276,3611,complexes;literature
957,1078,literature
2428,3435,kinase
5370,5559,literature
2733,3734,literature;signaling
2132,2218,literature;signaling
1961,1985,literature
508,2111,literature;signaling
299,4404,literature;signaling
2804,4362,literature
2037,5406,literature;signaling
1318,4281,literature
3172,5560,complexes
322,787,literature
3631,5259,literature;signaling
1015,3441,kinase
1981,2423,literature
757,4142,literature;signaling
4363,5180,literature
915,4486,literature
2475,4871,binary
2209,5365,literature;signaling;kinase
1820,2064,literature;kinase
1015,4076,literature;signaling
137,4205,literature;signaling
1304,2307,literature;signaling
4344,5129,literature
393,3428,literature;signaling
1435,1446,literature
3805,3813,complexes
3869,3869,literature
842,2704,literature;signaling
1919,4332,signaling
2972,4998,literature
1130,5118,literature;signaling
947,984,literature
842,1064,literature;signaling
2800,4110,literature
1350,3957,signaling
4086,4705,signaling
1482,4776,literature
3103,3365,literature
540,3137,metabolic
3788,3922,literature;signaling
2734,5441,metabolic
845,2571,literature
1785,4771,literature;signaling;kinase
2560,4795,literature;signaling
1015,1214,binary;literature;signaling
300,1802,literature;signaling
1574,1712,literature;signaling
1780,4326,binary
1810,3195,regulatory
4281,5131,literature
827,1622,literature
1959,1959,literature
37,598,binary;literature
1967,3197,literature;signaling
892,3434,kinase
1621,3395,literature;signaling
